level,daytype,horizon,n_days,cov_emp,se,cell
0.8,saturday,11,72,0.5555555555555556,0.05856069741052554,E
0.8,sunday,11,71,0.4788732394366197,0.05928608843162535,E
0.8,weekday,11,357,0.7843137254901961,0.02176817669904394,E
0.8,all,11,500,0.708,0.0203340109176719,E
0.8,saturday,12,72,0.5833333333333334,0.058101390731533024,E
0.8,sunday,12,71,0.5492957746478874,0.059049982004012076,E
0.8,weekday,12,357,0.7843137254901961,0.02176817669904394,E
0.8,all,12,500,0.722,0.020035768016225385,E
0.8,saturday,13,72,0.625,0.057054433073454806,E
0.8,sunday,13,71,0.5915492957746479,0.05833592935857883,E
0.8,weekday,13,357,0.7899159663865546,0.021560203797059262,E
0.8,all,13,500,0.738,0.01966499427917537,E
0.8,saturday,14,72,0.6527777777777778,0.05610740575713344,E
0.8,sunday,14,71,0.6197183098591549,0.05761302746414258,E
0.8,weekday,14,357,0.834733893557423,0.019657659749970854,E
0.8,all,14,500,0.778,0.018585801031970613,E
0.8,saturday,15,72,0.6944444444444444,0.0542872194424008,E
0.8,sunday,15,71,0.647887323943662,0.05668411847740348,E
0.8,weekday,15,357,0.8571428571428571,0.0185201063872047,E
0.8,all,15,500,0.804,0.01775297158224504,E
0.8,saturday,16,72,0.7083333333333334,0.05356683548799136,E
0.8,sunday,16,71,0.7605633802816901,0.05064467838459024,E
0.8,weekday,16,357,0.8851540616246498,0.01687458673124291,E
0.8,all,16,500,0.842,0.016311713582576173,E
0.8,saturday,17,72,0.7638888888888888,0.05005034331120291,E
0.8,sunday,17,71,0.8169014084507042,0.04589846376912448,E
0.8,weekday,17,357,0.9131652661064426,0.014903467429075116,E
0.8,all,17,500,0.878,0.014636666287102402,E
0.8,saturday,18,72,0.7361111111111112,0.05194167979702981,E
0.8,sunday,18,71,0.8450704225352113,0.04294221526646172,E
0.8,weekday,18,357,0.9187675070028011,0.01445884481892119,E
0.8,all,18,500,0.882,0.014427473791346842,E
0.8,saturday,19,72,0.7083333333333334,0.05356683548799136,E
0.8,sunday,19,71,0.8028169014084507,0.04721868874183584,E
0.8,weekday,19,357,0.907563025210084,0.0153294703892032,E
0.8,all,19,500,0.864,0.01532997064576446,E
0.8,saturday,20,72,0.6527777777777778,0.05610740575713344,E
0.8,sunday,20,71,0.8169014084507042,0.04589846376912448,E
0.8,weekday,20,357,0.9215686274509803,0.01422900855475359,E
0.8,all,20,500,0.868,0.01513776733867977,E
0.8,saturday,21,72,0.6944444444444444,0.0542872194424008,E
0.8,sunday,21,71,0.8169014084507042,0.04589846376912448,E
0.8,weekday,21,357,0.9523809523809523,0.01127097781740836,E
0.8,all,21,500,0.896,0.013651666564928987,E
0.8,saturday,22,72,0.8333333333333334,0.04392052305789415,E
0.8,sunday,22,71,0.8591549295774648,0.041283584119470355,E
0.8,weekday,22,357,0.9523809523809523,0.01127097781740836,E
0.8,all,22,500,0.922,0.01199299795714149,E
0.8,saturday,23,72,0.9166666666666666,0.03257233166544049,E
0.8,sunday,23,71,0.8591549295774648,0.041283584119470355,E
0.8,weekday,23,357,0.9551820728291317,0.01095052287292284,E
0.8,all,23,500,0.936,0.01094568408095172,E
0.8,saturday,24,72,0.9166666666666666,0.03257233166544049,E
0.8,sunday,24,71,0.9014084507042254,0.03537948313367657,E
0.8,weekday,24,357,0.938375350140056,0.012727157534437757,E
0.8,all,24,500,0.93,0.011410521460476728,E
0.9,saturday,1,72,0.8055555555555556,0.04664222611020806,E
0.9,sunday,1,71,0.7183098591549296,0.05338417835400071,E
0.9,weekday,1,357,0.8067226890756303,0.020898661182790948,E
0.9,all,1,500,0.794,0.01808668018183547,E
0.9,saturday,2,72,0.7916666666666666,0.04786128038920216,E
0.9,sunday,2,71,0.8591549295774648,0.041283584119470355,E
0.9,weekday,2,357,0.8823529411764706,0.017052089283895542,E
0.9,all,2,500,0.866,0.015234434679370286,E
0.9,saturday,3,72,0.8611111111111112,0.04075652051309955,E
0.9,sunday,3,71,0.9295774647887324,0.030364731614087568,E
0.9,weekday,3,357,0.9103641456582633,0.0151186963814665,E
0.9,all,3,500,0.906,0.013050976974924135,E
0.9,saturday,4,72,0.8888888888888888,0.03703703703703704,E
0.9,sunday,4,71,0.9577464788732394,0.0238741303445037,E
0.9,weekday,4,357,0.9215686274509803,0.01422900855475359,E
0.9,all,4,500,0.922,0.01199299795714149,E
0.9,saturday,5,72,0.8472222222222222,0.042399673805588435,E
0.9,sunday,5,71,0.9295774647887324,0.030364731614087568,E
0.9,weekday,5,357,0.9103641456582633,0.0151186963814665,E
0.9,all,5,500,0.904,0.013174520864152895,E
0.9,saturday,6,72,0.7361111111111112,0.05194167979702981,E
0.9,sunday,6,71,0.6901408450704225,0.054880979931595526,E
0.9,weekday,6,357,0.8851540616246498,0.01687458673124291,E
0.9,all,6,500,0.836,0.0165592270351004,E
0.9,saturday,7,72,0.4722222222222222,0.05883456031082794,E
0.9,sunday,7,71,0.5211267605633803,0.059286088431625354,E
0.9,weekday,7,357,0.9299719887955182,0.013506310264103033,E
0.9,all,7,500,0.806,0.017684117167673367,E
0.9,saturday,8,72,0.4166666666666667,0.05810139073153302,E
0.9,sunday,8,71,0.36619718309859156,0.057174899223846616,E
0.9,weekday,8,357,0.9439775910364145,0.012171038160689903,E
0.9,all,8,500,0.786,0.01834142851579451,E
0.9,saturday,9,72,0.5416666666666666,0.058720605990582514,E
0.9,sunday,9,71,0.5070422535211268,0.05933319697178108,E
0.9,weekday,9,357,0.927170868347339,0.013753028618363888,E
0.9,all,9,500,0.812,0.017473179447370188,E
0.9,saturday,10,72,0.7083333333333334,0.05356683548799136,E
0.9,sunday,10,71,0.5774647887323944,0.05862259412843413,E
0.9,weekday,10,357,0.8991596638655462,0.01593681174096847,E
0.9,all,10,500,0.826,0.016954291492126707,E
0.9,saturday,11,72,0.7361111111111112,0.05194167979702981,E
0.9,sunday,11,71,0.6056338028169014,0.05799969641766592,E
0.9,weekday,11,357,0.876750700280112,0.01739787406427662,E
0.9,all,11,500,0.818,0.017255491879398864,E
0.9,saturday,12,72,0.75,0.05103103630798288,E
0.9,sunday,12,71,0.676056338028169,0.0555388667156425,E
0.9,weekday,12,357,0.8823529411764706,0.017052089283895542,E
0.9,all,12,500,0.834,0.016639951923007473,E
0.9,saturday,13,72,0.75,0.05103103630798288,E
0.9,sunday,13,71,0.7183098591549296,0.05338417835400071,E
0.9,weekday,13,357,0.9131652661064426,0.014903467429075116,E
0.9,all,13,500,0.862,0.01542439626046997,E
0.9,saturday,14,72,0.8055555555555556,0.04664222611020806,E
0.9,sunday,14,71,0.7746478873239436,0.049585399087381056,E
0.9,weekday,14,357,0.9327731092436975,0.013253342257555934,E
0.9,all,14,500,0.892,0.013880633991284403,E
0.9,saturday,15,72,0.8888888888888888,0.03703703703703704,E
0.9,sunday,15,71,0.8028169014084507,0.04721868874183584,E
0.9,weekday,15,357,0.938375350140056,0.012727157534437757,E
0.9,all,15,500,0.912,0.012669333052690657,E
0.9,saturday,16,72,0.8888888888888888,0.03703703703703704,E
0.9,sunday,16,71,0.8309859154929577,0.04447634657729004,E
0.9,weekday,16,357,0.9551820728291317,0.01095052287292284,E
0.9,all,16,500,0.928,0.0115599307956406,E
0.9,saturday,17,72,0.8888888888888888,0.03703703703703704,E
0.9,sunday,17,71,0.9014084507042254,0.03537948313367657,E
0.9,weekday,17,357,0.969187675070028,0.009146018337792855,E
0.9,all,17,500,0.948,0.009929350431926557,E
0.9,saturday,18,72,0.9305555555555556,0.029958747929501813,E
0.9,sunday,18,71,0.9154929577464789,0.03300994345777757,E
0.9,weekday,18,357,0.9719887955182073,0.008732978947832332,E
0.9,all,18,500,0.958,0.00897061870775924,E
0.9,saturday,19,72,0.875,0.03897559777889522,E
0.9,sunday,19,71,0.9154929577464789,0.03300994345777757,E
0.9,weekday,19,357,0.9719887955182073,0.008732978947832332,E
0.9,all,19,500,0.95,0.00974679434480897,E
0.9,saturday,20,72,0.8611111111111112,0.04075652051309955,E
0.9,sunday,20,71,0.9154929577464789,0.03300994345777757,E
0.9,weekday,20,357,0.9803921568627451,0.007338050868285495,E
0.9,all,20,500,0.954,0.009368457717255283,E
0.9,saturday,21,72,0.8611111111111112,0.04075652051309955,E
0.9,sunday,21,71,0.9436619718309859,0.027364018409871668,E
0.9,weekday,21,357,0.9831932773109243,0.006803413371659935,E
0.9,all,21,500,0.96,0.008763560920082661,E
0.9,saturday,22,72,0.9444444444444444,0.026995147661320842,E
0.9,sunday,22,71,0.9436619718309859,0.027364018409871668,E
0.9,weekday,22,357,0.9803921568627451,0.007338050868285495,E
0.9,all,22,500,0.97,0.007628892449104264,E
0.9,saturday,23,72,0.9722222222222222,0.019367130243844344,E
0.9,sunday,23,71,0.9577464788732394,0.0238741303445037,E
0.9,weekday,23,357,0.9831932773109243,0.006803413371659935,E
0.9,all,23,500,0.978,0.006559878047646925,E
0.9,saturday,24,72,0.9583333333333334,0.023549756885851616,E
0.9,sunday,24,71,0.9295774647887324,0.030364731614087568,E
0.9,weekday,24,357,0.9719887955182073,0.008732978947832332,E
0.9,all,24,500,0.964,0.008331146379700699,E
0.95,saturday,1,72,0.8055555555555556,0.04664222611020806,E
0.95,sunday,1,71,0.8028169014084507,0.04721868874183584,E
0.95,weekday,1,357,0.8515406162464986,0.018817953993946764,E
0.95,all,1,500,0.838,0.016477621187537962,E
0.95,saturday,2,72,0.875,0.03897559777889522,E
0.95,sunday,2,71,0.9154929577464789,0.03300994345777757,E
0.95,weekday,2,357,0.9187675070028011,0.01445884481892119,E
0.95,all,2,500,0.912,0.012669333052690657,E
0.95,saturday,3,72,0.9166666666666666,0.03257233166544049,E
0.95,sunday,3,71,0.9436619718309859,0.027364018409871668,E
0.95,weekday,3,357,0.9439775910364145,0.012171038160689903,E
0.95,all,3,500,0.94,0.010620734437881408,E
0.95,saturday,4,72,0.9583333333333334,0.023549756885851616,E
0.95,sunday,4,71,0.971830985915493,0.019635954637023313,E
0.95,weekday,4,357,0.9495798319327731,0.011580672433137902,E
0.95,all,4,500,0.954,0.009368457717255283,E
0.95,saturday,5,72,0.875,0.03897559777889522,E
0.95,sunday,5,71,0.9577464788732394,0.0238741303445037,E
0.95,weekday,5,357,0.9635854341736695,0.009913992208905365,E
0.95,all,5,500,0.95,0.00974679434480897,E
0.95,saturday,6,72,0.8055555555555556,0.04664222611020806,E
0.95,sunday,6,71,0.8450704225352113,0.04294221526646172,E
0.95,weekday,6,357,0.938375350140056,0.012727157534437757,E
0.95,all,6,500,0.906,0.013050976974924135,E
0.95,saturday,7,72,0.625,0.057054433073454806,E
0.95,sunday,7,71,0.647887323943662,0.05668411847740348,E
0.95,weekday,7,357,0.9439775910364145,0.012171038160689903,E
0.95,all,7,500,0.856,0.015701210144444283,E
0.95,saturday,8,72,0.5972222222222222,0.05780088420918413,E
0.95,sunday,8,71,0.5774647887323944,0.05862259412843413,E
0.95,weekday,8,357,0.9607843137254902,0.01027327121559968,E
0.95,all,8,500,0.854,0.015791390059142988,E
0.95,saturday,9,72,0.8055555555555556,0.04664222611020806,E
0.95,sunday,9,71,0.6197183098591549,0.05761302746414258,E
0.95,weekday,9,357,0.9467787114845938,0.011880448237326443,E
0.95,all,9,500,0.88,0.014532721699667961,E
0.95,saturday,10,72,0.8055555555555556,0.04664222611020806,E
0.95,sunday,10,71,0.7323943661971831,0.052540106553156475,E
0.95,weekday,10,357,0.9467787114845938,0.011880448237326443,E
0.95,all,10,500,0.896,0.013651666564928987,E
0.95,saturday,11,72,0.8194444444444444,0.04533137969344014,E
0.95,sunday,11,71,0.7464788732394366,0.051628162017765496,E
0.95,weekday,11,357,0.927170868347339,0.013753028618363888,E
0.95,all,11,500,0.886,0.014212951839783317,E
0.95,saturday,12,72,0.8611111111111112,0.04075652051309955,E
0.95,sunday,12,71,0.7887323943661971,0.04844535246297056,E
0.95,weekday,12,357,0.9327731092436975,0.013253342257555934,E
0.95,all,12,500,0.902,0.013296315279053816,E
0.95,saturday,13,72,0.8888888888888888,0.03703703703703704,E
0.95,sunday,13,71,0.8309859154929577,0.04447634657729004,E
0.95,weekday,13,357,0.9551820728291317,0.01095052287292284,E
0.95,all,13,500,0.928,0.0115599307956406,E
0.95,saturday,14,72,0.9166666666666666,0.03257233166544049,E
0.95,sunday,14,71,0.8309859154929577,0.04447634657729004,E
0.95,weekday,14,357,0.9635854341736695,0.009913992208905365,E
0.95,all,14,500,0.938,0.010784804124322337,E
0.95,saturday,15,72,0.9444444444444444,0.026995147661320842,E
0.95,sunday,15,71,0.8732394366197183,0.039484766709934636,E
0.95,weekday,15,357,0.969187675070028,0.009146018337792855,E
0.95,all,15,500,0.952,0.009559916317625384,E
0.95,saturday,16,72,0.9583333333333334,0.023549756885851616,E
0.95,sunday,16,71,0.9154929577464789,0.03300994345777757,E
0.95,weekday,16,357,0.9775910364145658,0.007833491613478237,E
0.95,all,16,500,0.966,0.008104813384649892,E
0.95,saturday,17,72,0.9583333333333334,0.023549756885851616,E
0.95,sunday,17,71,0.9436619718309859,0.027364018409871668,E
0.95,weekday,17,357,0.9803921568627451,0.007338050868285495,E
0.95,all,17,500,0.972,0.0073778045514909145,E
0.95,saturday,18,72,0.9722222222222222,0.019367130243844344,E
0.95,sunday,18,71,0.9577464788732394,0.0238741303445037,E
0.95,weekday,18,357,0.988795518207283,0.005570767383855156,E
0.95,all,18,500,0.982,0.005945754788082,E
0.95,saturday,19,72,0.9583333333333334,0.023549756885851616,E
0.95,sunday,19,71,0.9859154929577465,0.013984968642741166,E
0.95,weekday,19,357,0.988795518207283,0.005570767383855156,E
0.95,all,19,500,0.984,0.00561141693336006,E
0.95,saturday,20,72,0.9444444444444444,0.026995147661320842,E
0.95,sunday,20,71,0.9859154929577465,0.013984968642741166,E
0.95,weekday,20,357,0.988795518207283,0.005570767383855156,E
0.95,all,20,500,0.982,0.005945754788082,E
0.95,saturday,21,72,0.9583333333333334,0.023549756885851616,E
0.95,sunday,21,71,0.971830985915493,0.019635954637023313,E
0.95,weekday,21,357,0.9943977591036415,0.003950270633319207,E
0.95,all,21,500,0.986,0.0052543315464481325,E
0.95,saturday,22,72,0.9722222222222222,0.019367130243844344,E
0.95,sunday,22,71,0.971830985915493,0.019635954637023313,E
0.95,weekday,22,357,0.9971988795518207,0.0027971945591467244,E
0.95,all,22,500,0.99,0.0044497190922574,E
0.95,saturday,23,72,1.0,0.0,E
0.95,sunday,23,71,0.9859154929577465,0.013984968642741166,E
0.95,weekday,23,357,0.9859943977591037,0.006219479056869686,E
0.95,all,23,500,0.988,0.004869496893930627,E
0.95,saturday,24,72,1.0,0.0,E
0.95,sunday,24,71,0.971830985915493,0.019635954637023313,E
0.95,weekday,24,357,0.9859943977591037,0.006219479056869686,E
0.95,all,24,500,0.986,0.0052543315464481325,E
0.99,saturday,1,72,0.8888888888888888,0.03703703703703704,E
0.99,sunday,1,71,0.8873239436619719,0.03752560865804668,E
0.99,weekday,1,357,0.9187675070028011,0.01445884481892119,E
0.99,all,1,500,0.91,0.012798437404620923,E
0.99,saturday,2,72,0.9583333333333334,0.023549756885851616,E
0.99,sunday,2,71,0.9577464788732394,0.0238741303445037,E
0.99,weekday,2,357,0.9551820728291317,0.01095052287292284,E
0.99,all,2,500,0.956,0.009172131704244116,E
0.99,saturday,3,72,0.9861111111111112,0.0137921010275613,E
0.99,sunday,3,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,3,357,0.9719887955182073,0.008732978947832332,E
0.99,all,3,500,0.976,0.006844559883586383,E
0.99,saturday,4,72,0.9861111111111112,0.0137921010275613,E
0.99,sunday,4,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,4,357,0.9775910364145658,0.007833491613478237,E
0.99,all,4,500,0.98,0.006260990336999414,E
0.99,saturday,5,72,0.9722222222222222,0.019367130243844344,E
0.99,sunday,5,71,0.971830985915493,0.019635954637023313,E
0.99,weekday,5,357,0.9859943977591037,0.006219479056869686,E
0.99,all,5,500,0.982,0.005945754788082,E
0.99,saturday,6,72,0.9027777777777778,0.03491459057638508,E
0.99,sunday,6,71,0.971830985915493,0.019635954637023313,E
0.99,weekday,6,357,0.9803921568627451,0.007338050868285495,E
0.99,all,6,500,0.968,0.007870959280799264,E
0.99,saturday,7,72,0.8611111111111112,0.04075652051309955,E
0.99,sunday,7,71,0.8873239436619719,0.03752560865804668,E
0.99,weekday,7,357,0.9803921568627451,0.007338050868285495,E
0.99,all,7,500,0.95,0.00974679434480897,E
0.99,saturday,8,72,0.9166666666666666,0.03257233166544049,E
0.99,sunday,8,71,0.8169014084507042,0.04589846376912448,E
0.99,weekday,8,357,0.9803921568627451,0.007338050868285495,E
0.99,all,8,500,0.948,0.009929350431926557,E
0.99,saturday,9,72,0.9583333333333334,0.023549756885851616,E
0.99,sunday,9,71,0.8732394366197183,0.039484766709934636,E
0.99,weekday,9,357,0.9831932773109243,0.006803413371659935,E
0.99,all,9,500,0.964,0.008331146379700699,E
0.99,saturday,10,72,0.9444444444444444,0.026995147661320842,E
0.99,sunday,10,71,0.8591549295774648,0.041283584119470355,E
0.99,weekday,10,357,0.9775910364145658,0.007833491613478237,E
0.99,all,10,500,0.956,0.009172131704244116,E
0.99,saturday,11,72,0.9444444444444444,0.026995147661320842,E
0.99,sunday,11,71,0.9014084507042254,0.03537948313367657,E
0.99,weekday,11,357,0.9775910364145658,0.007833491613478237,E
0.99,all,11,500,0.962,0.008550555537507495,E
0.99,saturday,12,72,0.9444444444444444,0.026995147661320842,E
0.99,sunday,12,71,0.9295774647887324,0.030364731614087568,E
0.99,weekday,12,357,0.9775910364145658,0.007833491613478237,E
0.99,all,12,500,0.966,0.008104813384649892,E
0.99,saturday,13,72,0.9583333333333334,0.023549756885851616,E
0.99,sunday,13,71,0.9154929577464789,0.03300994345777757,E
0.99,weekday,13,357,0.9803921568627451,0.007338050868285495,E
0.99,all,13,500,0.968,0.007870959280799264,E
0.99,saturday,14,72,0.9583333333333334,0.023549756885851616,E
0.99,sunday,14,71,0.9295774647887324,0.030364731614087568,E
0.99,weekday,14,357,0.9859943977591037,0.006219479056869686,E
0.99,all,14,500,0.974,0.007116740827092135,E
0.99,saturday,15,72,0.9722222222222222,0.019367130243844344,E
0.99,sunday,15,71,0.9436619718309859,0.027364018409871668,E
0.99,weekday,15,357,0.9859943977591037,0.006219479056869686,E
0.99,all,15,500,0.978,0.006559878047646925,E
0.99,saturday,16,72,1.0,0.0,E
0.99,sunday,16,71,0.9577464788732394,0.0238741303445037,E
0.99,weekday,16,357,0.988795518207283,0.005570767383855156,E
0.99,all,16,500,0.986,0.0052543315464481325,E
0.99,saturday,17,72,0.9861111111111112,0.0137921010275613,E
0.99,sunday,17,71,0.971830985915493,0.019635954637023313,E
0.99,weekday,17,357,0.988795518207283,0.005570767383855156,E
0.99,all,17,500,0.986,0.0052543315464481325,E
0.99,saturday,18,72,0.9722222222222222,0.019367130243844344,E
0.99,sunday,18,71,1.0,0.0,E
0.99,weekday,18,357,1.0,0.0,E
0.99,all,18,500,0.996,0.002822764602300377,E
0.99,saturday,19,72,0.9722222222222222,0.019367130243844344,E
0.99,sunday,19,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,19,357,0.9971988795518207,0.0027971945591467244,E
0.99,all,19,500,0.992,0.003983967871356396,E
0.99,saturday,20,72,0.9722222222222222,0.019367130243844344,E
0.99,sunday,20,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,20,357,1.0,0.0,E
0.99,all,20,500,0.994,0.0034536936748935927,E
0.99,saturday,21,72,0.9861111111111112,0.0137921010275613,E
0.99,sunday,21,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,21,357,0.9971988795518207,0.0027971945591467244,E
0.99,all,21,500,0.994,0.0034536936748935927,E
0.99,saturday,22,72,1.0,0.0,E
0.99,sunday,22,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,22,357,0.9971988795518207,0.0027971945591467244,E
0.99,all,22,500,0.996,0.002822764602300377,E
0.99,saturday,23,72,1.0,0.0,E
0.99,sunday,23,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,23,357,0.9971988795518207,0.0027971945591467244,E
0.99,all,23,500,0.996,0.002822764602300377,E
0.99,saturday,24,72,1.0,0.0,E
0.99,sunday,24,71,0.9859154929577465,0.013984968642741166,E
0.99,weekday,24,357,0.9971988795518207,0.0027971945591467244,E
0.99,all,24,500,0.996,0.002822764602300377,E
0.5,saturday,1,72,0.4305555555555556,0.05835445678683116,F
0.5,sunday,1,71,0.352112676056338,0.05668411847740348,F
0.5,weekday,1,357,0.38095238095238093,0.02570178384849305,F
0.5,all,1,500,0.384,0.02175058619899703,F
0.5,saturday,2,72,0.5138888888888888,0.058902827083330896,F
0.5,sunday,2,71,0.38028169014084506,0.05761302746414258,F
0.5,weekday,2,357,0.46218487394957986,0.026387014899361655,F
0.5,all,2,500,0.458,0.022281651644346298,F
0.5,saturday,3,72,0.5694444444444444,0.05835445678683116,F
0.5,sunday,3,71,0.49295774647887325,0.05933319697178108,F
0.5,weekday,3,357,0.5238095238095238,0.02643278599169621,F
0.5,all,3,500,0.526,0.022330427671677047,F
0.5,saturday,4,72,0.5833333333333334,0.058101390731533024,F
0.5,sunday,4,71,0.5352112676056338,0.05919175887556613,F
0.5,weekday,4,357,0.5602240896358543,0.026270146811970815,F
0.5,all,4,500,0.56,0.02219909908081857,F
0.5,saturday,5,72,0.4305555555555556,0.05835445678683116,F
0.5,sunday,5,71,0.4507042253521127,0.059049982004012076,F
0.5,weekday,5,357,0.5210084033613446,0.026439437004191657,F
0.5,all,5,500,0.498,0.02236050088884415,F
0.5,saturday,6,72,0.2222222222222222,0.04899539464934427,F
0.5,sunday,6,71,0.3380281690140845,0.05613930434636632,F
0.5,weekday,6,357,0.5350140056022409,0.026397840683469197,F
0.5,all,6,500,0.462,0.022296008611408458,F
0.5,saturday,7,72,0.041666666666666664,0.023549756885851626,F
0.5,sunday,7,71,0.056338028169014086,0.02736401840987166,F
0.5,weekday,7,357,0.6106442577030813,0.025806750481467067,F
0.5,all,7,500,0.45,0.022248595461286987,F
0.5,saturday,8,72,0.027777777777777776,0.01936713024384434,F
0.5,sunday,8,71,0.014084507042253521,0.013984968642741177,F
0.5,weekday,8,357,0.6190476190476191,0.02570178384849305,F
0.5,all,8,500,0.448,0.02223942445298439,F
0.5,saturday,9,72,0.125,0.03897559777889522,F
0.5,sunday,9,71,0.056338028169014086,0.02736401840987166,F
0.5,weekday,9,357,0.5350140056022409,0.026397840683469197,F
0.5,all,9,500,0.408,0.021978898971513564,F
0.5,saturday,10,72,0.16666666666666666,0.04392052305789416,F
0.5,sunday,10,71,0.1267605633802817,0.03948476670993462,F
0.5,weekday,10,357,0.48739495798319327,0.026454395668474198,F
0.5,all,10,500,0.39,0.02181284025522582,F
0.5,saturday,11,72,0.2222222222222222,0.04899539464934427,F
0.5,sunday,11,71,0.2535211267605634,0.051628162017765496,F
0.5,weekday,11,357,0.4789915966386555,0.026439437004191657,F
0.5,all,11,500,0.41,0.02199545407578575,F
0.5,saturday,12,72,0.3055555555555556,0.0542872194424008,F
0.5,sunday,12,71,0.2535211267605634,0.051628162017765496,F
0.5,weekday,12,357,0.4425770308123249,0.026287710147310194,F
0.5,all,12,500,0.396,0.02187162545399861,F
0.5,saturday,13,72,0.3194444444444444,0.05494943273365379,F
0.5,sunday,13,71,0.38028169014084506,0.05761302746414258,F
0.5,weekday,13,357,0.4789915966386555,0.026439437004191657,F
0.5,all,13,500,0.442,0.022209727598509622,F
0.5,saturday,14,72,0.4027777777777778,0.05780088420918413,F
0.5,sunday,14,71,0.43661971830985913,0.05886041495942303,F
0.5,weekday,14,357,0.5462184873949579,0.026349506685803742,F
0.5,all,14,500,0.51,0.022356207191739835,F
0.5,saturday,15,72,0.3888888888888889,0.05745219280551323,F
0.5,sunday,15,71,0.4225352112676056,0.05862259412843413,F
0.5,weekday,15,357,0.5798319327731093,0.026123326478488685,F
0.5,all,15,500,0.53,0.022320394261750844,F
0.5,saturday,16,72,0.4027777777777778,0.05780088420918413,F
0.5,sunday,16,71,0.4647887323943662,0.059191758875566124,F
0.5,weekday,16,357,0.5882352941176471,0.026047496633532213,F
0.5,all,16,500,0.544,0.022273930950777412,F
0.5,saturday,17,72,0.4027777777777778,0.05780088420918413,F
0.5,sunday,17,71,0.5211267605633803,0.059286088431625354,F
0.5,weekday,17,357,0.6386554621848739,0.02542494104041149,F
0.5,all,17,500,0.588,0.02201163328787757,F
0.5,saturday,18,72,0.3333333333333333,0.05555555555555556,F
0.5,sunday,18,71,0.4647887323943662,0.059191758875566124,F
0.5,weekday,18,357,0.6022408963585434,0.025903656832346272,F
0.5,all,18,500,0.544,0.022273930950777412,F
0.5,saturday,19,72,0.2777777777777778,0.05278589931014528,F
0.5,sunday,19,71,0.49295774647887325,0.05933319697178108,F
0.5,weekday,19,357,0.6106442577030813,0.025806750481467067,F
0.5,all,19,500,0.546,0.02226584828835407,F
0.5,saturday,20,72,0.20833333333333334,0.047861280389202156,F
0.5,sunday,20,71,0.4647887323943662,0.059191758875566124,F
0.5,weekday,20,357,0.6470588235294118,0.025292335749809255,F
0.5,all,20,500,0.558,0.022209727598509622,F
0.5,saturday,21,72,0.2222222222222222,0.04899539464934427,F
0.5,sunday,21,71,0.4647887323943662,0.059191758875566124,F
0.5,weekday,21,357,0.6778711484593838,0.02473171760857745,F
0.5,all,21,500,0.582,0.02205792374635473,F
0.5,saturday,22,72,0.20833333333333334,0.047861280389202156,F
0.5,sunday,22,71,0.5070422535211268,0.05933319697178108,F
0.5,weekday,22,357,0.7226890756302521,0.02369327668791142,F
0.5,all,22,500,0.618,0.02172905888436036,F
0.5,saturday,23,72,0.5,0.05892556509887896,F
0.5,sunday,23,71,0.5915492957746479,0.05833592935857883,F
0.5,weekday,23,357,0.7507002801120448,0.022896024238178218,F
0.5,all,23,500,0.692,0.020646355610615643,F
0.5,saturday,24,72,0.6805555555555556,0.05494943273365379,F
0.5,sunday,24,71,0.5492957746478874,0.059049982004012076,F
0.5,weekday,24,357,0.7058823529411765,0.024115295932081993,F
0.5,all,24,500,0.68,0.020861447696648473,F
0.6827,saturday,1,72,0.5416666666666666,0.058720605990582514,F
0.6827,sunday,1,71,0.5070422535211268,0.05933319697178108,F
0.6827,weekday,1,357,0.49019607843137253,0.026457718667566372,F
0.6827,all,1,500,0.5,0.022360679774997897,F
0.6827,saturday,2,72,0.6805555555555556,0.05494943273365379,F
0.6827,sunday,2,71,0.676056338028169,0.0555388667156425,F
0.6827,weekday,2,357,0.6358543417366946,0.02546726342837452,F
0.6827,all,2,500,0.648,0.02135865164283551,F
0.6827,saturday,3,72,0.7222222222222222,0.05278589931014528,F
0.6827,sunday,3,71,0.7464788732394366,0.051628162017765496,F
0.6827,weekday,3,357,0.7030812324929971,0.024181735648235326,F
0.6827,all,3,500,0.712,0.020251222185339826,F
0.6827,saturday,4,72,0.6944444444444444,0.0542872194424008,F
0.6827,sunday,4,71,0.7183098591549296,0.05338417835400071,F
0.6827,weekday,4,357,0.7226890756302521,0.02369327668791142,F
0.6827,all,4,500,0.718,0.020123419192572618,F
0.6827,saturday,5,72,0.6388888888888888,0.05660657065109947,F
0.6827,sunday,5,71,0.647887323943662,0.05668411847740348,F
0.6827,weekday,5,357,0.7058823529411765,0.024115295932081993,F
0.6827,all,5,500,0.688,0.020719845559269985,F
0.6827,saturday,6,72,0.4027777777777778,0.05780088420918413,F
0.6827,sunday,6,71,0.49295774647887325,0.05933319697178108,F
0.6827,weekday,6,357,0.7338935574229691,0.02338891761531015,F
0.6827,all,6,500,0.652,0.02130239423163509,F
0.6827,saturday,7,72,0.1388888888888889,0.04075652051309956,F
0.6827,sunday,7,71,0.15492957746478872,0.04294221526646171,F
