level,daytype,horizon,n_days,cov_emp,se,cell
0.95,all,18,500,0.982,0.005945754788082,C
0.95,saturday,19,72,0.9583333333333334,0.023549756885851616,C
0.95,sunday,19,71,0.9859154929577465,0.013984968642741166,C
0.95,weekday,19,357,0.988795518207283,0.005570767383855156,C
0.95,all,19,500,0.984,0.00561141693336006,C
0.95,saturday,20,72,0.9444444444444444,0.026995147661320842,C
0.95,sunday,20,71,0.9859154929577465,0.013984968642741166,C
0.95,weekday,20,357,0.9915966386554622,0.004831254704963531,C
0.95,all,20,500,0.984,0.00561141693336006,C
0.95,saturday,21,72,0.9583333333333334,0.023549756885851616,C
0.95,sunday,21,71,0.971830985915493,0.019635954637023313,C
0.95,weekday,21,357,0.9943977591036415,0.003950270633319207,C
0.95,all,21,500,0.986,0.0052543315464481325,C
0.95,saturday,22,72,0.9861111111111112,0.0137921010275613,C
0.95,sunday,22,71,0.971830985915493,0.019635954637023313,C
0.95,weekday,22,357,0.9971988795518207,0.0027971945591467244,C
0.95,all,22,500,0.992,0.003983967871356396,C
0.95,saturday,23,72,1.0,0.0,C
0.95,sunday,23,71,0.9859154929577465,0.013984968642741166,C
0.95,weekday,23,357,0.9859943977591037,0.006219479056869686,C
0.95,all,23,500,0.988,0.004869496893930627,C
0.95,saturday,24,72,0.9861111111111112,0.0137921010275613,C
0.95,sunday,24,71,0.971830985915493,0.019635954637023313,C
0.95,weekday,24,357,0.9859943977591037,0.006219479056869686,C
0.95,all,24,500,0.984,0.00561141693336006,C
0.99,saturday,1,72,0.8888888888888888,0.03703703703703704,C
0.99,sunday,1,71,0.8873239436619719,0.03752560865804668,C
0.99,weekday,1,357,0.9215686274509803,0.01422900855475359,C
0.99,all,1,500,0.912,0.012669333052690657,C
0.99,saturday,2,72,0.9583333333333334,0.023549756885851616,C
0.99,sunday,2,71,0.9577464788732394,0.0238741303445037,C
0.99,weekday,2,357,0.9551820728291317,0.01095052287292284,C
0.99,all,2,500,0.956,0.009172131704244116,C
0.99,saturday,3,72,0.9861111111111112,0.0137921010275613,C
0.99,sunday,3,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,3,357,0.9747899159663865,0.008296760478906587,C
0.99,all,3,500,0.978,0.006559878047646925,C
0.99,saturday,4,72,0.9861111111111112,0.0137921010275613,C
0.99,sunday,4,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,4,357,0.9803921568627451,0.007338050868285495,C
0.99,all,4,500,0.982,0.005945754788082,C
0.99,saturday,5,72,0.9722222222222222,0.019367130243844344,C
0.99,sunday,5,71,0.971830985915493,0.019635954637023313,C
0.99,weekday,5,357,0.9859943977591037,0.006219479056869686,C
0.99,all,5,500,0.982,0.005945754788082,C
0.99,saturday,6,72,0.9027777777777778,0.03491459057638508,C
0.99,sunday,6,71,0.971830985915493,0.019635954637023313,C
0.99,weekday,6,357,0.9775910364145658,0.007833491613478237,C
0.99,all,6,500,0.966,0.008104813384649892,C
0.99,saturday,7,72,0.875,0.03897559777889522,C
0.99,sunday,7,71,0.8873239436619719,0.03752560865804668,C
0.99,weekday,7,357,0.9803921568627451,0.007338050868285495,C
0.99,all,7,500,0.952,0.009559916317625384,C
0.99,saturday,8,72,0.9305555555555556,0.029958747929501813,C
0.99,sunday,8,71,0.8169014084507042,0.04589846376912448,C
0.99,weekday,8,357,0.9831932773109243,0.006803413371659935,C
0.99,all,8,500,0.952,0.009559916317625384,C
0.99,saturday,9,72,0.9583333333333334,0.023549756885851616,C
0.99,sunday,9,71,0.8732394366197183,0.039484766709934636,C
0.99,weekday,9,357,0.988795518207283,0.005570767383855156,C
0.99,all,9,500,0.968,0.007870959280799264,C
0.99,saturday,10,72,0.9444444444444444,0.026995147661320842,C
0.99,sunday,10,71,0.8591549295774648,0.041283584119470355,C
0.99,weekday,10,357,0.9803921568627451,0.007338050868285495,C
0.99,all,10,500,0.958,0.00897061870775924,C
0.99,saturday,11,72,0.9444444444444444,0.026995147661320842,C
0.99,sunday,11,71,0.9014084507042254,0.03537948313367657,C
0.99,weekday,11,357,0.9803921568627451,0.007338050868285495,C
0.99,all,11,500,0.964,0.008331146379700699,C
0.99,saturday,12,72,0.9583333333333334,0.023549756885851616,C
0.99,sunday,12,71,0.9295774647887324,0.030364731614087568,C
0.99,weekday,12,357,0.9803921568627451,0.007338050868285495,C
0.99,all,12,500,0.97,0.007628892449104264,C
0.99,saturday,13,72,0.9583333333333334,0.023549756885851616,C
0.99,sunday,13,71,0.9154929577464789,0.03300994345777757,C
0.99,weekday,13,357,0.9859943977591037,0.006219479056869686,C
0.99,all,13,500,0.972,0.0073778045514909145,C
0.99,saturday,14,72,0.9722222222222222,0.019367130243844344,C
0.99,sunday,14,71,0.9295774647887324,0.030364731614087568,C
0.99,weekday,14,357,0.9859943977591037,0.006219479056869686,C
0.99,all,14,500,0.976,0.006844559883586383,C
0.99,saturday,15,72,0.9722222222222222,0.019367130243844344,C
0.99,sunday,15,71,0.9436619718309859,0.027364018409871668,C
0.99,weekday,15,357,0.9859943977591037,0.006219479056869686,C
0.99,all,15,500,0.978,0.006559878047646925,C
0.99,saturday,16,72,1.0,0.0,C
0.99,sunday,16,71,0.9577464788732394,0.0238741303445037,C
0.99,weekday,16,357,0.988795518207283,0.005570767383855156,C
0.99,all,16,500,0.986,0.0052543315464481325,C
0.99,saturday,17,72,0.9861111111111112,0.0137921010275613,C
0.99,sunday,17,71,0.971830985915493,0.019635954637023313,C
0.99,weekday,17,357,0.988795518207283,0.005570767383855156,C
0.99,all,17,500,0.986,0.0052543315464481325,C
0.99,saturday,18,72,0.9861111111111112,0.0137921010275613,C
0.99,sunday,18,71,1.0,0.0,C
0.99,weekday,18,357,1.0,0.0,C
0.99,all,18,500,0.998,0.001997998998998749,C
0.99,saturday,19,72,0.9722222222222222,0.019367130243844344,C
0.99,sunday,19,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,19,357,0.9971988795518207,0.0027971945591467244,C
0.99,all,19,500,0.992,0.003983967871356396,C
0.99,saturday,20,72,0.9722222222222222,0.019367130243844344,C
0.99,sunday,20,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,20,357,1.0,0.0,C
0.99,all,20,500,0.994,0.0034536936748935927,C
0.99,saturday,21,72,0.9861111111111112,0.0137921010275613,C
0.99,sunday,21,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,21,357,1.0,0.0,C
0.99,all,21,500,0.996,0.002822764602300377,C
0.99,saturday,22,72,1.0,0.0,C
0.99,sunday,22,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,22,357,0.9971988795518207,0.0027971945591467244,C
0.99,all,22,500,0.996,0.002822764602300377,C
0.99,saturday,23,72,1.0,0.0,C
0.99,sunday,23,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,23,357,0.9971988795518207,0.0027971945591467244,C
0.99,all,23,500,0.996,0.002822764602300377,C
0.99,saturday,24,72,1.0,0.0,C
0.99,sunday,24,71,0.9859154929577465,0.013984968642741166,C
0.99,weekday,24,357,0.9943977591036415,0.003950270633319207,C
0.99,all,24,500,0.994,0.0034536936748935927,C
0.5,saturday,1,72,0.4305555555555556,0.05835445678683116,D
0.5,sunday,1,71,0.352112676056338,0.05668411847740348,D
0.5,weekday,1,357,0.3753501400560224,0.025627279561977506,D
0.5,all,1,500,0.38,0.021707141681944216,D
0.5,saturday,2,72,0.5416666666666666,0.058720605990582514,D
0.5,sunday,2,71,0.38028169014084506,0.05761302746414258,D
0.5,weekday,2,357,0.47058823529411764,0.026416983125827756,D
0.5,all,2,500,0.468,0.022314838112789438,D
0.5,saturday,3,72,0.5694444444444444,0.05835445678683116,D
0.5,sunday,3,71,0.49295774647887325,0.05933319697178108,D
0.5,weekday,3,357,0.5406162464985994,0.026375351393326887,D
0.5,all,3,500,0.538,0.022296008611408454,D
0.5,saturday,4,72,0.5833333333333334,0.058101390731533024,D
0.5,sunday,4,71,0.5352112676056338,0.05919175887556613,D
0.5,weekday,4,357,0.5686274509803921,0.026212355852940027,D
0.5,all,4,500,0.566,0.02216501748251059,D
0.5,saturday,5,72,0.4305555555555556,0.05835445678683116,D
0.5,sunday,5,71,0.4507042253521127,0.059049982004012076,D
0.5,weekday,5,357,0.5266106442577031,0.026425301601685228,D
0.5,all,5,500,0.502,0.02236050088884415,D
0.5,saturday,6,72,0.2222222222222222,0.04899539464934427,D
0.5,sunday,6,71,0.3380281690140845,0.05613930434636632,D
0.5,weekday,6,357,0.5462184873949579,0.026349506685803742,D
0.5,all,6,500,0.47,0.022320394261750844,D
0.5,saturday,7,72,0.041666666666666664,0.023549756885851626,D
0.5,sunday,7,71,0.056338028169014086,0.02736401840987166,D
0.5,weekday,7,357,0.6022408963585434,0.025903656832346272,D
0.5,all,7,500,0.444,0.022219990999098087,D
0.5,saturday,8,72,0.041666666666666664,0.023549756885851626,D
0.5,sunday,8,71,0.014084507042253521,0.013984968642741177,D
0.5,weekday,8,357,0.6302521008403361,0.025549117315338668,D
0.5,all,8,500,0.458,0.022281651644346298,D
0.5,saturday,9,72,0.125,0.03897559777889522,D
0.5,sunday,9,71,0.056338028169014086,0.02736401840987166,D
0.5,weekday,9,357,0.5630252100840336,0.026251734524199145,D
0.5,all,9,500,0.428,0.022127629787213995,D
0.5,saturday,10,72,0.16666666666666666,0.04392052305789416,D
0.5,sunday,10,71,0.1267605633802817,0.03948476670993462,D
0.5,weekday,10,357,0.5126050420168067,0.026454395668474198,D
0.5,all,10,500,0.408,0.021978898971513564,D
0.5,saturday,11,72,0.2361111111111111,0.0500503433112029,D
0.5,sunday,11,71,0.2535211267605634,0.051628162017765496,D
0.5,weekday,11,357,0.49859943977591037,0.026462702383807022,D
0.5,all,11,500,0.426,0.02211442967837968,D
0.5,saturday,12,72,0.3055555555555556,0.0542872194424008,D
0.5,sunday,12,71,0.2535211267605634,0.051628162017765496,D
0.5,weekday,12,357,0.44537815126050423,0.026304426230741366,D
0.5,all,12,500,0.398,0.02189045454073533,D
0.5,saturday,13,72,0.3333333333333333,0.05555555555555556,D
0.5,sunday,13,71,0.38028169014084506,0.05761302746414258,D
0.5,weekday,13,357,0.49299719887955185,0.02646021064302055,D
0.5,all,13,500,0.454,0.022265848288354075,D
0.5,saturday,14,72,0.4027777777777778,0.05780088420918413,D
0.5,sunday,14,71,0.43661971830985913,0.05886041495942303,D
0.5,weekday,14,357,0.5630252100840336,0.026251734524199145,D
0.5,all,14,500,0.522,0.0223390241505756,D
0.5,saturday,15,72,0.375,0.057054433073454806,D
0.5,sunday,15,71,0.4225352112676056,0.05862259412843413,D
0.5,weekday,15,357,0.5798319327731093,0.026123326478488685,D
0.5,all,15,500,0.528,0.022325590697672478,D
0.5,saturday,16,72,0.3888888888888889,0.05745219280551323,D
0.5,sunday,16,71,0.4647887323943662,0.059191758875566124,D
0.5,weekday,16,357,0.5882352941176471,0.026047496633532213,D
0.5,all,16,500,0.542,0.022281651644346295,D
0.5,saturday,17,72,0.4027777777777778,0.05780088420918413,D
0.5,sunday,17,71,0.5211267605633803,0.059286088431625354,D
0.5,weekday,17,357,0.6274509803921569,0.02558865774193387,D
0.5,all,17,500,0.58,0.02207260745811423,D
0.5,saturday,18,72,0.3472222222222222,0.05610740575713344,D
0.5,sunday,18,71,0.4647887323943662,0.059191758875566124,D
0.5,weekday,18,357,0.6078431372549019,0.02583994355188809,D
0.5,all,18,500,0.55,0.022248595461286987,D
0.5,saturday,19,72,0.2777777777777778,0.05278589931014528,D
0.5,sunday,19,71,0.49295774647887325,0.05933319697178108,D
0.5,weekday,19,357,0.6218487394957983,0.025664986922550575,D
0.5,all,19,500,0.554,0.022229889788300795,D
0.5,saturday,20,72,0.20833333333333334,0.047861280389202156,D
0.5,sunday,20,71,0.4647887323943662,0.059191758875566124,D
0.5,weekday,20,357,0.6638655462184874,0.025001293118518612,D
0.5,all,20,500,0.57,0.022140460699813815,D
0.5,saturday,21,72,0.19444444444444445,0.04664222611020807,D
0.5,sunday,21,71,0.4647887323943662,0.059191758875566124,D
0.5,weekday,21,357,0.6918767507002801,0.024436696502767197,D
0.5,all,21,500,0.588,0.02201163328787757,D
0.5,saturday,22,72,0.2638888888888889,0.05194167979702981,D
0.5,sunday,22,71,0.5070422535211268,0.05933319697178108,D
0.5,weekday,22,357,0.7338935574229691,0.02338891761531015,D
0.5,all,22,500,0.634,0.021542701780417423,D
0.5,saturday,23,72,0.5555555555555556,0.05856069741052554,D
0.5,sunday,23,71,0.5915492957746479,0.05833592935857883,D
0.5,weekday,23,357,0.742296918767507,0.023148056113568082,D
0.5,all,23,500,0.694,0.020608930103234373,D
0.5,saturday,24,72,0.6944444444444444,0.0542872194424008,D
0.5,sunday,24,71,0.5492957746478874,0.059049982004012076,D
0.5,weekday,24,357,0.6722689075630253,0.024842553144602795,D
0.5,all,24,500,0.658,0.021214900423994452,D
0.6827,saturday,1,72,0.5277777777777778,0.05883456031082794,D
0.6827,sunday,1,71,0.5070422535211268,0.05933319697178108,D
0.6827,weekday,1,357,0.49859943977591037,0.026462702383807022,D
0.6827,all,1,500,0.504,0.022359964221796064,D
0.6827,saturday,2,72,0.6666666666666666,0.05555555555555556,D
0.6827,sunday,2,71,0.676056338028169,0.0555388667156425,D
0.6827,weekday,2,357,0.6442577030812325,0.02533748206676877,D
0.6827,all,2,500,0.652,0.02130239423163509,D
0.6827,saturday,3,72,0.75,0.05103103630798288,D
0.6827,sunday,3,71,0.7464788732394366,0.051628162017765496,D
0.6827,weekday,3,357,0.7170868347338936,0.02383846820467187,D
0.6827,all,3,500,0.726,0.01994612744369192,D
0.6827,saturday,4,72,0.7083333333333334,0.05356683548799136,D
0.6827,sunday,4,71,0.7183098591549296,0.05338417835400071,D
0.6827,weekday,4,357,0.7366946778711485,0.023309849895479486,D
0.6827,all,4,500,0.73,0.019854470529329156,D
0.6827,saturday,5,72,0.625,0.057054433073454806,D
0.6827,sunday,5,71,0.647887323943662,0.05668411847740348,D
0.6827,weekday,5,357,0.7030812324929971,0.024181735648235326,D
0.6827,all,5,500,0.684,0.020791536739741004,D
0.6827,saturday,6,72,0.4027777777777778,0.05780088420918413,D
0.6827,sunday,6,71,0.49295774647887325,0.05933319697178108,D
0.6827,weekday,6,357,0.7254901960784313,0.023618950485824946,D
0.6827,all,6,500,0.646,0.021386163751360363,D
0.6827,saturday,7,72,0.1388888888888889,0.04075652051309956,D
0.6827,sunday,7,71,0.15492957746478872,0.04294221526646171,D
0.6827,weekday,7,357,0.7843137254901961,0.02176817669904394,D
0.6827,all,7,500,0.602,0.02189045454073533,D
0.6827,saturday,8,72,0.09722222222222222,0.03491459057638508,D
0.6827,sunday,8,71,0.056338028169014086,0.02736401840987166,D
0.6827,weekday,8,357,0.7927170868347339,0.02145392477299269,D
0.6827,all,8,500,0.588,0.02201163328787757,D
0.6827,saturday,9,72,0.19444444444444445,0.04664222611020807,D
0.6827,sunday,9,71,0.1267605633802817,0.03948476670993462,D
0.6827,weekday,9,357,0.7815126050420168,0.021869914179652627,D
0.6827,all,9,500,0.604,0.02187162545399861,D
0.6827,saturday,10,72,0.2777777777777778,0.05278589931014528,D
0.6827,sunday,10,71,0.29577464788732394,0.05416355065056951,D
0.6827,weekday,10,357,0.7002801120448179,0.024247086903448914,D
0.6827,all,10,500,0.582,0.02205792374635473,D
0.6827,saturday,11,72,0.375,0.057054433073454806,D
0.6827,sunday,11,71,0.36619718309859156,0.057174899223846616,D
0.6827,weekday,11,357,0.6498599439775911,0.025246238158413894,D
0.6827,all,11,500,0.57,0.022140460699813815,D
0.6827,saturday,12,72,0.4861111111111111,0.05890282708333089,D
0.6827,sunday,12,71,0.43661971830985913,0.05886041495942303,D
0.6827,weekday,12,357,0.6498599439775911,0.025246238158413894,D
0.6827,all,12,500,0.596,0.021944657664224338,D
0.6827,saturday,13,72,0.5,0.05892556509887896,D
0.6827,sunday,13,71,0.49295774647887325,0.05933319697178108,D
0.6827,weekday,13,357,0.6750700280112045,0.02478764066364334,D
0.6827,all,13,500,0.624,0.021662132858977667,D
0.6827,saturday,14,72,0.5,0.05892556509887896,D
0.6827,sunday,14,71,0.5352112676056338,0.05919175887556613,D
0.6827,weekday,14,357,0.7282913165266106,0.023543456143200345,D
0.6827,all,14,500,0.668,0.02106067425321421,D
0.6827,saturday,15,72,0.5277777777777778,0.05883456031082794,D
0.6827,sunday,15,71,0.5492957746478874,0.059049982004012076,D
0.6827,weekday,15,357,0.7450980392156863,0.023065304389710283,D
0.6827,all,15,500,0.686,0.020755914819636352,D
0.6827,saturday,16,72,0.5972222222222222,0.05780088420918413,D
0.6827,sunday,16,71,0.5774647887323944,0.05862259412843413,D
0.6827,weekday,16,357,0.7871148459383753,0.021664947049306445,D
0.6827,all,16,500,0.73,0.019854470529329156,D
0.6827,saturday,17,72,0.5416666666666666,0.058720605990582514,D
0.6827,sunday,17,71,0.6619718309859155,0.05613930434636632,D
0.6827,weekday,17,357,0.8375350140056023,0.019523032029080664,D
0.6827,all,17,500,0.77,0.018820201911775546,D
0.6827,saturday,18,72,0.4583333333333333,0.058720605990582514,D
0.6827,sunday,18,71,0.6901408450704225,0.054880979931595526,D
0.6827,weekday,18,357,0.8151260504201681,0.020545472716637602,D
0.6827,all,18,500,0.746,0.019467100451787882,D
0.6827,saturday,19,72,0.4722222222222222,0.05883456031082794,D
0.6827,sunday,19,71,0.6619718309859155,0.05613930434636632,D
0.6827,weekday,19,357,0.8095238095238095,0.020782656212951653,D
0.6827,all,19,500,0.74,0.019616319736382767,D
0.6827,saturday,20,72,0.4305555555555556,0.05835445678683116,D
0.6827,sunday,20,71,0.647887323943662,0.05668411847740348,D
0.6827,weekday,20,357,0.8543417366946778,0.01867021277113163,D
0.6827,all,20,500,0.764,0.018989681408596616,D
0.6827,saturday,21,72,0.4027777777777778,0.05780088420918413,D
0.6827,sunday,21,71,0.6197183098591549,0.05761302746414258,D
0.6827,weekday,21,357,0.8627450980392157,0.018212563294620544,D
0.6827,all,21,500,0.762,0.01904499934365974,D
0.6827,saturday,22,72,0.5416666666666666,0.058720605990582514,D
0.6827,sunday,22,71,0.676056338028169,0.0555388667156425,D
0.6827,weekday,22,357,0.8795518207282913,0.01722648727438868,D
0.6827,all,22,500,0.802,0.017821111076473318,D
0.6827,saturday,23,72,0.7777777777777778,0.04899539464934427,D
0.6827,sunday,23,71,0.7605633802816901,0.05064467838459024,D
0.6827,weekday,23,357,0.8907563025210085,0.016509865655961575,D
0.6827,all,23,500,0.856,0.015701210144444283,D
0.6827,saturday,24,72,0.8333333333333334,0.04392052305789415,D
0.6827,sunday,24,71,0.7887323943661971,0.04844535246297056,D
0.6827,weekday,24,357,0.8487394957983193,0.018963385335701306,D
0.6827,all,24,500,0.838,0.016477621187537962,D
0.8,saturday,1,72,0.6944444444444444,0.0542872194424008,D
0.8,sunday,1,71,0.5774647887323944,0.05862259412843413,D
0.8,weekday,1,357,0.6442577030812325,0.02533748206676877,D
0.8,all,1,500,0.642,0.021439962686534694,D
0.8,saturday,2,72,0.7361111111111112,0.05194167979702981,D
0.8,sunday,2,71,0.7183098591549296,0.05338417835400071,D
0.8,weekday,2,357,0.773109243697479,0.02216637756010733,D
0.8,all,2,500,0.76,0.019099738218101316,D
0.8,saturday,3,72,0.7916666666666666,0.04786128038920216,D
0.8,sunday,3,71,0.8028169014084507,0.04721868874183584,D
0.8,weekday,3,357,0.8235294117647058,0.020176304134412806,D
0.8,all,3,500,0.816,0.017328819925199756,D
0.8,saturday,4,72,0.8055555555555556,0.04664222611020806,D
0.8,sunday,4,71,0.7887323943661971,0.04844535246297056,D
0.8,weekday,4,357,0.8291316526610645,0.01992087676632044,D
0.8,all,4,500,0.82,0.017181385275931625,D
0.8,saturday,5,72,0.7777777777777778,0.04899539464934427,D
0.8,sunday,5,71,0.7323943661971831,0.052540106553156475,D
0.8,weekday,5,357,0.8179271708683473,0.020424234110531955,D
0.8,all,5,500,0.8,0.017888543819998316,D
0.8,saturday,6,72,0.5,0.05892556509887896,D
0.8,sunday,6,71,0.5352112676056338,0.05919175887556613,D
0.8,weekday,6,357,0.8095238095238095,0.020782656212951653,D
0.8,all,6,500,0.726,0.01994612744369192,D
0.8,saturday,7,72,0.2222222222222222,0.04899539464934427,D
0.8,sunday,7,71,0.28169014084507044,0.05338417835400071,D
0.8,weekday,7,357,0.865546218487395,0.018055001724001173,D
0.8,all,7,500,0.69,0.02068332661831747,D
0.8,saturday,8,72,0.1527777777777778,0.042399673805588435,D
0.8,sunday,8,71,0.11267605633802817,0.03752560865804669,D
0.8,weekday,8,357,0.8879551820728291,0.016693880586237504,D
0.8,all,8,500,0.672,0.02099599961897504,D
0.8,saturday,9,72,0.2638888888888889,0.05194167979702981,D
0.8,sunday,9,71,0.2676056338028169,0.052540106553156475,D
0.8,weekday,9,357,0.8543417366946778,0.01867021277113163,D
0.8,all,9,500,0.686,0.020755914819636352,D
0.8,saturday,10,72,0.4444444444444444,0.05856069741052554,D
0.8,sunday,10,71,0.3380281690140845,0.05613930434636632,D
0.8,weekday,10,357,0.8011204481792717,0.02112563961130823,D
0.8,all,10,500,0.684,0.020791536739741004,D
0.8,saturday,11,72,0.5277777777777778,0.05883456031082794,D
0.8,sunday,11,71,0.43661971830985913,0.05886041495942303,D
0.8,weekday,11,357,0.7619047619047619,0.022541955634816712,D
0.8,all,11,500,0.682,0.020826713614970557,D
0.8,saturday,12,72,0.5833333333333334,0.058101390731533024,D
0.8,sunday,12,71,0.5070422535211268,0.05933319697178108,D
0.8,weekday,12,357,0.7787114845938375,0.02197018022053908,D
0.8,all,12,500,0.712,0.020251222185339826,D
0.8,saturday,13,72,0.6111111111111112,0.057452192805513225,D
0.8,sunday,13,71,0.5492957746478874,0.059049982004012076,D
0.8,weekday,13,357,0.7843137254901961,0.02176817669904394,D
0.8,all,13,500,0.726,0.01994612744369192,D
0.8,saturday,14,72,0.6388888888888888,0.05660657065109947,D
0.8,sunday,14,71,0.5915492957746479,0.05833592935857883,D
0.8,weekday,14,357,0.834733893557423,0.019657659749970854,D
0.8,all,14,500,0.772,0.018762515822778138,D
0.8,saturday,15,72,0.6805555555555556,0.05494943273365379,D
0.8,sunday,15,71,0.6197183098591549,0.05761302746414258,D
0.8,weekday,15,357,0.8403361344537815,0.019386335797267593,D
0.8,all,15,500,0.786,0.01834142851579451,D
0.8,saturday,16,72,0.6666666666666666,0.05555555555555556,D
0.8,sunday,16,71,0.7183098591549296,0.05338417835400071,D
0.8,weekday,16,357,0.8879551820728291,0.016693880586237504,D
0.8,all,16,500,0.832,0.01671980861134481,D
0.8,saturday,17,72,0.7361111111111112,0.05194167979702981,D
0.8,sunday,17,71,0.8450704225352113,0.04294221526646172,D
0.8,weekday,17,357,0.9159663865546218,0.01468358763439853,D
0.8,all,17,500,0.88,0.014532721699667961,D
0.8,saturday,18,72,0.625,0.057054433073454806,D
0.8,sunday,18,71,0.8028169014084507,0.04721868874183584,D
0.8,weekday,18,357,0.9047619047619048,0.01553597077188842,D
0.8,all,18,500,0.85,0.015968719422671314,D
0.8,saturday,19,72,0.625,0.057054433073454806,D
0.8,sunday,19,71,0.8028169014084507,0.04721868874183584,D
0.8,weekday,19,357,0.9019607843137255,0.01573836575091292,D
0.8,all,19,500,0.848,0.01605590234150669,D
0.8,saturday,20,72,0.625,0.057054433073454806,D
0.8,sunday,20,71,0.7464788732394366,0.051628162017765496,D
0.8,weekday,20,357,0.907563025210084,0.0153294703892032,D
0.8,all,20,500,0.844,0.01622738426241272,D
0.8,saturday,21,72,0.6527777777777778,0.05610740575713344,D
0.8,sunday,21,71,0.7746478873239436,0.049585399087381056,D
0.8,weekday,21,357,0.9411764705882353,0.012453085271175604,D
0.8,all,21,500,0.876,0.014739335127474372,D
0.8,saturday,22,72,0.7777777777777778,0.04899539464934427,D
0.8,sunday,22,71,0.8450704225352113,0.04294221526646172,D
0.8,weekday,22,357,0.9467787114845938,0.011880448237326443,D
0.8,all,22,500,0.908,0.012925633446759966,D
0.8,saturday,23,72,0.875,0.03897559777889522,D
0.8,sunday,23,71,0.8873239436619719,0.03752560865804668,D
0.8,weekday,23,357,0.957983193277311,0.010618333423533355,D
0.8,all,23,500,0.936,0.01094568408095172,D
0.8,saturday,24,72,0.9027777777777778,0.03491459057638508,D
0.8,sunday,24,71,0.9014084507042254,0.03537948313367657,D
0.8,weekday,24,357,0.9299719887955182,0.013506310264103033,D
0.8,all,24,500,0.922,0.01199299795714149,D
0.9,saturday,1,72,0.7638888888888888,0.05005034331120291,D
0.9,sunday,1,71,0.6619718309859155,0.05613930434636632,D
0.9,weekday,1,357,0.7955182072829131,0.021346087037973825,D
0.9,all,1,500,0.772,0.018762515822778138,D
0.9,saturday,2,72,0.8055555555555556,0.04664222611020806,D
0.9,sunday,2,71,0.8450704225352113,0.04294221526646172,D
0.9,weekday,2,357,0.8683473389355743,0.017894824839037548,D
0.9,all,2,500,0.856,0.015701210144444283,D
0.9,saturday,3,72,0.8611111111111112,0.04075652051309955,D
0.9,sunday,3,71,0.8732394366197183,0.039484766709934636,D
0.9,weekday,3,357,0.907563025210084,0.0153294703892032,D
0.9,all,3,500,0.896,0.013651666564928987,D
0.9,saturday,4,72,0.875,0.03897559777889522,D
0.9,sunday,4,71,0.971830985915493,0.019635954637023313,D
0.9,weekday,4,357,0.9187675070028011,0.01445884481892119,D
0.9,all,4,500,0.92,0.012132600710482479,D
0.9,saturday,5,72,0.8472222222222222,0.042399673805588435,D
0.9,sunday,5,71,0.9295774647887324,0.030364731614087568,D
0.9,weekday,5,357,0.9047619047619048,0.01553597077188842,D
0.9,all,5,500,0.9,0.013416407864998736,D
0.9,saturday,6,72,0.6944444444444444,0.0542872194424008,D
0.9,sunday,6,71,0.704225352112676,0.05416355065056952,D
0.9,weekday,6,357,0.8795518207282913,0.01722648727438868,D
0.9,all,6,500,0.828,0.0168769665520792,D
0.9,saturday,7,72,0.5,0.05892556509887896,D
0.9,sunday,7,71,0.4507042253521127,0.059049982004012076,D
0.9,weekday,7,357,0.9103641456582633,0.0151186963814665,D
0.9,all,7,500,0.786,0.01834142851579451,D
0.9,saturday,8,72,0.3333333333333333,0.05555555555555556,D
0.9,sunday,8,71,0.3380281690140845,0.05613930434636632,D
0.9,weekday,8,357,0.9327731092436975,0.013253342257555934,D
0.9,all,8,500,0.762,0.01904499934365974,D
0.9,saturday,9,72,0.5416666666666666,0.058720605990582514,D
0.9,sunday,9,71,0.43661971830985913,0.05886041495942303,D
0.9,weekday,9,357,0.9131652661064426,0.014903467429075116,D
0.9,all,9,500,0.792,0.018151363585141474,D
0.9,saturday,10,72,0.6666666666666666,0.05555555555555556,D
0.9,sunday,10,71,0.5633802816901409,0.05886041495942303,D
0.9,weekday,10,357,0.896358543417367,0.016131454481777396,D
0.9,all,10,500,0.816,0.017328819925199756,D
0.9,saturday,11,72,0.6944444444444444,0.0542872194424008,D
0.9,sunday,11,71,0.5915492957746479,0.05833592935857883,D
0.9,weekday,11,357,0.876750700280112,0.01739787406427662,D
0.9,all,11,500,0.81,0.01754422982065613,D
0.9,saturday,12,72,0.75,0.05103103630798288,D
0.9,sunday,12,71,0.6338028169014085,0.057174899223846616,D
0.9,weekday,12,357,0.8851540616246498,0.01687458673124291,D
0.9,all,12,500,0.83,0.016798809481626965,D
0.9,saturday,13,72,0.7777777777777778,0.04899539464934427,D
0.9,sunday,13,71,0.6619718309859155,0.05613930434636632,D
0.9,weekday,13,357,0.896358543417367,0.016131454481777396,D
0.9,all,13,500,0.846,0.016142118820031033,D
0.9,saturday,14,72,0.8055555555555556,0.04664222611020806,D
0.9,sunday,14,71,0.7605633802816901,0.05064467838459024,D
0.9,weekday,14,357,0.9103641456582633,0.0151186963814665,D
0.9,all,14,500,0.874,0.01484075469779081,D
