"","ALLSKY_SFC_SW_DWN","Zone","DATE"
"24661",26.61,"Northwest","2020-05-18"
"24662",27.98,"Northwest","2020-05-19"
"24663",28.11,"Northwest","2020-05-20"
"24664",28.97,"Northwest","2020-05-21"
"24665",15.17,"Northwest","2020-05-22"
"24666",13.44,"Northwest","2020-05-23"
"24667",16.79,"Northwest","2020-05-24"
"24668",18.03,"Northwest","2020-05-25"
"24669",6.03,"Northwest","2020-05-26"
"24670",28.81,"Northwest","2020-05-27"
"24671",19.49,"Northwest","2020-05-28"
"24672",15.03,"Northwest","2020-05-29"
"24673",25.89,"Northwest","2020-05-30"
"24674",28.26,"Northwest","2020-05-31"
"24675",20.22,"Northwest","2020-06-01"
"24676",25.14,"Northwest","2020-06-02"
"24677",29.04,"Northwest","2020-06-03"
"24678",30.71,"Northwest","2020-06-04"
"24679",18.44,"Northwest","2020-06-05"
"24680",26.2,"Northwest","2020-06-06"
"24681",6.97,"Northwest","2020-06-07"
"24682",17.54,"Northwest","2020-06-08"
"24683",15.33,"Northwest","2020-06-09"
"24684",9.34,"Northwest","2020-06-10"
"24685",19.25,"Northwest","2020-06-11"
"24686",31.71,"Northwest","2020-06-12"
"24687",32.08,"Northwest","2020-06-13"
"24688",30.79,"Northwest","2020-06-14"
"24689",23.85,"Northwest","2020-06-15"
"24690",27.7,"Northwest","2020-06-16"
"24691",29,"Northwest","2020-06-17"
"24692",11.7,"Northwest","2020-06-18"
"24693",18.7,"Northwest","2020-06-19"
"24694",17.67,"Northwest","2020-06-20"
"24695",19.29,"Northwest","2020-06-21"
"24696",16.74,"Northwest","2020-06-22"
"24697",21.12,"Northwest","2020-06-23"
"24698",30.94,"Northwest","2020-06-24"
"24699",28.65,"Northwest","2020-06-25"
"24700",21.21,"Northwest","2020-06-26"
"24701",29.89,"Northwest","2020-06-27"
"24702",29.82,"Northwest","2020-06-28"
"24703",14.37,"Northwest","2020-06-29"
"24704",20.47,"Northwest","2020-06-30"
"24705",23.8,"Northwest","2020-07-01"
"24706",30.72,"Northwest","2020-07-02"
"24707",27.85,"Northwest","2020-07-03"
"24708",14.75,"Northwest","2020-07-04"
"24709",18.97,"Northwest","2020-07-05"
"24710",20.7,"Northwest","2020-07-06"
"24711",28.34,"Northwest","2020-07-07"
"24712",22.82,"Northwest","2020-07-08"
"24713",23.8,"Northwest","2020-07-09"
"24714",22.39,"Northwest","2020-07-10"
"24715",18.09,"Northwest","2020-07-11"
"24716",25.18,"Northwest","2020-07-12"
"24717",18.33,"Northwest","2020-07-13"
"24718",19.56,"Northwest","2020-07-14"
"24719",25.8,"Northwest","2020-07-15"
"24720",20.4,"Northwest","2020-07-16"
"24721",25.36,"Northwest","2020-07-17"
"24722",24.43,"Northwest","2020-07-18"
"24723",12.73,"Northwest","2020-07-19"
"24724",21.51,"Northwest","2020-07-20"
"24725",13.64,"Northwest","2020-07-21"
"24726",25.6,"Northwest","2020-07-22"
"24727",27.28,"Northwest","2020-07-23"
"24728",18.99,"Northwest","2020-07-24"
"24729",17.7,"Northwest","2020-07-25"
"24730",27.77,"Northwest","2020-07-26"
"24731",21.21,"Northwest","2020-07-27"
"24732",20.47,"Northwest","2020-07-28"
"24733",23.74,"Northwest","2020-07-29"
"24734",27.85,"Northwest","2020-07-30"
"24735",26.21,"Northwest","2020-07-31"
"24736",20.89,"Northwest","2020-08-01"
"24737",22.47,"Northwest","2020-08-02"
"24738",24.28,"Northwest","2020-08-03"
"24739",26.69,"Northwest","2020-08-04"
"24740",23.29,"Northwest","2020-08-05"
"24741",24.58,"Northwest","2020-08-06"
"24742",18.87,"Northwest","2020-08-07"
"24743",19.82,"Northwest","2020-08-08"
"24744",5.79,"Northwest","2020-08-09"
"24745",26.03,"Northwest","2020-08-10"
"24746",25.05,"Northwest","2020-08-11"
"24747",23.63,"Northwest","2020-08-12"
"24748",18.24,"Northwest","2020-08-13"
"24749",10,"Northwest","2020-08-14"
"24750",22.23,"Northwest","2020-08-15"
"24751",21.32,"Northwest","2020-08-16"
"24752",19.8,"Northwest","2020-08-17"
"24753",18.78,"Northwest","2020-08-18"
"24754",13.05,"Northwest","2020-08-19"
"24755",19.33,"Northwest","2020-08-20"
"24756",16.53,"Northwest","2020-08-21"
"24757",13.37,"Northwest","2020-08-22"
"24758",14.48,"Northwest","2020-08-23"
"24759",22.55,"Northwest","2020-08-24"
"24760",15.93,"Northwest","2020-08-25"
"24761",7.73,"Northwest","2020-08-26"
"24762",20.61,"Northwest","2020-08-27"
"24763",7.59,"Northwest","2020-08-28"
"24764",19.56,"Northwest","2020-08-29"
"24765",17.05,"Northwest","2020-08-30"
"24766",9.33,"Northwest","2020-08-31"
"24767",10.36,"Northwest","2020-09-01"
"24768",15.91,"Northwest","2020-09-02"
"24769",15.5,"Northwest","2020-09-03"
"24770",16.37,"Northwest","2020-09-04"
"24771",18.9,"Northwest","2020-09-05"
"24772",10.25,"Northwest","2020-09-06"
"24773",14.05,"Northwest","2020-09-07"
"24774",14.42,"Northwest","2020-09-08"
"24775",12.86,"Northwest","2020-09-09"
"24776",18.92,"Northwest","2020-09-10"
"24777",19.51,"Northwest","2020-09-11"
"24778",8.18,"Northwest","2020-09-12"
"24779",12.98,"Northwest","2020-09-13"
"24780",11.6,"Northwest","2020-09-14"
"24781",8.13,"Northwest","2020-09-15"
"24782",17.79,"Northwest","2020-09-16"
"24783",17.52,"Northwest","2020-09-17"
"24784",16.94,"Northwest","2020-09-18"
"24785",16.83,"Northwest","2020-09-19"
"24786",9.26,"Northwest","2020-09-20"
"24787",9.93,"Northwest","2020-09-21"
"24788",17.3,"Northwest","2020-09-22"
"24789",7.28,"Northwest","2020-09-23"
"24790",15.19,"Northwest","2020-09-24"
"24791",5.83,"Northwest","2020-09-25"
"24792",11.52,"Northwest","2020-09-26"
"24793",7.46,"Northwest","2020-09-27"
"24794",5.19,"Northwest","2020-09-28"
"24795",10.01,"Northwest","2020-09-29"
"24796",8.43,"Northwest","2020-09-30"
"24797",9.38,"Northwest","2020-10-01"
"24798",5.53,"Northwest","2020-10-02"
"24799",8.06,"Northwest","2020-10-03"
"24800",12.09,"Northwest","2020-10-04"
"24801",5.43,"Northwest","2020-10-05"
"24802",5.57,"Northwest","2020-10-06"
"24803",5.85,"Northwest","2020-10-07"
"24804",12.77,"Northwest","2020-10-08"
"24805",9.54,"Northwest","2020-10-09"
"24806",13.47,"Northwest","2020-10-10"
"24807",7.16,"Northwest","2020-10-11"
"24808",9.82,"Northwest","2020-10-12"
"24809",10.26,"Northwest","2020-10-13"
"24810",2.39,"Northwest","2020-10-14"
"24811",7.88,"Northwest","2020-10-15"
"24812",7.2,"Northwest","2020-10-16"
"24813",9.02,"Northwest","2020-10-17"
"24814",5.69,"Northwest","2020-10-18"
"24815",6.66,"Northwest","2020-10-19"
"24816",8.93,"Northwest","2020-10-20"
"24817",4.58,"Northwest","2020-10-21"
"24818",5.47,"Northwest","2020-10-22"
"24819",6.68,"Northwest","2020-10-23"
"24820",5.41,"Northwest","2020-10-24"
"24821",5.46,"Northwest","2020-10-25"
"24822",4.52,"Northwest","2020-10-26"
"24823",5.78,"Northwest","2020-10-27"
"24824",2.6,"Northwest","2020-10-28"
"24825",7.89,"Northwest","2020-10-29"
"24826",3.35,"Northwest","2020-10-30"
"24827",1.81,"Northwest","2020-10-31"
"24828",9.33,"Northwest","2020-11-01"
"24829",8.13,"Northwest","2020-11-02"
"24830",9.14,"Northwest","2020-11-03"
"24831",8.84,"Northwest","2020-11-04"
"24832",5.75,"Northwest","2020-11-05"
"24833",6.82,"Northwest","2020-11-06"
"24834",3.45,"Northwest","2020-11-07"
"24835",5.8,"Northwest","2020-11-08"
"24836",1.77,"Northwest","2020-11-09"
"24837",7.46,"Northwest","2020-11-10"
"24838",6.02,"Northwest","2020-11-11"
"24839",2.49,"Northwest","2020-11-12"
"24840",6.88,"Northwest","2020-11-13"
"24841",3.75,"Northwest","2020-11-14"
"24842",1.58,"Northwest","2020-11-15"
"24843",6.27,"Northwest","2020-11-16"
"24844",4.18,"Northwest","2020-11-17"
"24845",3.68,"Northwest","2020-11-18"
"24846",1.74,"Northwest","2020-11-19"
"24847",2.47,"Northwest","2020-11-20"
"24848",3.97,"Northwest","2020-11-21"
"24849",2.47,"Northwest","2020-11-22"
"24850",3.79,"Northwest","2020-11-23"
"24851",1.55,"Northwest","2020-11-24"
"24852",1.52,"Northwest","2020-11-25"
"24853",1.79,"Northwest","2020-11-26"
"24854",2.59,"Northwest","2020-11-27"
"24855",3.41,"Northwest","2020-11-28"
"24856",2.5,"Northwest","2020-11-29"
"24857",4.64,"Northwest","2020-11-30"
"24858",5.38,"Northwest","2020-12-01"
"24859",1.71,"Northwest","2020-12-02"
"24860",4.99,"Northwest","2020-12-03"
"24861",2.97,"Northwest","2020-12-04"
"24862",3.78,"Northwest","2020-12-05"
"24863",1.77,"Northwest","2020-12-06"
"24864",2.16,"Northwest","2020-12-07"
"24865",3.44,"Northwest","2020-12-08"
"24866",5.3,"Northwest","2020-12-09"
"24867",2.34,"Northwest","2020-12-10"
"24868",2.06,"Northwest","2020-12-11"
"24869",2.84,"Northwest","2020-12-12"
"24870",2,"Northwest","2020-12-13"
"24871",4.82,"Northwest","2020-12-14"
"24872",1.73,"Northwest","2020-12-15"
"24873",2.41,"Northwest","2020-12-16"
"24874",2.5,"Northwest","2020-12-17"
"24875",1.46,"Northwest","2020-12-18"
"24876",4.17,"Northwest","2020-12-19"
"24877",3.66,"Northwest","2020-12-20"
"24878",3.73,"Northwest","2020-12-21"
"24879",1.73,"Northwest","2020-12-22"
"24880",2.42,"Northwest","2020-12-23"
"24881",5.3,"Northwest","2020-12-24"
"24882",2.82,"Northwest","2020-12-25"
"24883",2.32,"Northwest","2020-12-26"
"24884",2.93,"Northwest","2020-12-27"
"24885",4.98,"Northwest","2020-12-28"
"24886",3.07,"Northwest","2020-12-29"
"24887",2.76,"Northwest","2020-12-30"
"24888",2.6,"Northwest","2020-12-31"
"24889",2.71,"Northwest","2020-01-01"
"24890",1.53,"Northwest","2020-01-02"
"24891",2.18,"Northwest","2020-01-03"
"24892",2.53,"Northwest","2020-01-04"
"24893",1.5,"Northwest","2020-01-05"
"24894",5.29,"Northwest","2020-01-06"
"24895",3.83,"Northwest","2020-01-07"
"24896",5.24,"Northwest","2020-01-08"
"24897",2.17,"Northwest","2020-01-09"
"24898",4.98,"Northwest","2020-01-10"
"24899",5.69,"Northwest","2020-01-11"
"24900",4.27,"Northwest","2020-01-12"
"24901",2.59,"Northwest","2020-01-13"
"24902",2.78,"Northwest","2020-01-14"
"24903",2.93,"Northwest","2020-01-15"
"24904",6.44,"Northwest","2020-01-16"
"24905",2.1,"Northwest","2020-01-17"
"24906",2.35,"Northwest","2020-01-18"
"24907",3.91,"Northwest","2020-01-19"
"24908",6.95,"Northwest","2020-01-20"
"24909",4.74,"Northwest","2020-01-21"
"24910",2.34,"Northwest","2020-01-22"
"24911",2.62,"Northwest","2020-01-23"
"24912",3.43,"Northwest","2020-01-24"
"24913",2.45,"Northwest","2020-01-25"
"24914",2.49,"Northwest","2020-01-26"
"24915",2.7,"Northwest","2020-01-27"
"24916",3.67,"Northwest","2020-01-28"
"24917",3.42,"Northwest","2020-01-29"
"24918",3.35,"Northwest","2020-01-30"
"24919",3.25,"Northwest","2020-01-31"
"24920",4.66,"Northwest","2020-02-01"
"24921",4.92,"Northwest","2020-02-02"
"24922",4.97,"Northwest","2020-02-03"
"24923",8.48,"Northwest","2020-02-04"
"24924",8.49,"Northwest","2020-02-05"
"24925",5.94,"Northwest","2020-02-06"
"24926",9.67,"Northwest","2020-02-07"
"24927",4.84,"Northwest","2020-02-08"
"24928",6.4,"Northwest","2020-02-09"
"24929",5.14,"Northwest","2020-02-10"
"24930",6.7,"Northwest","2020-02-11"
"24931",10.66,"Northwest","2020-02-12"
"24932",10.77,"Northwest","2020-02-13"
"24933",8.51,"Northwest","2020-02-14"
"24934",5.8,"Northwest","2020-02-15"
"24935",10.56,"Northwest","2020-02-16"
"24936",5.75,"Northwest","2020-02-17"
"24937",9.71,"Northwest","2020-02-18"
"24938",12.03,"Northwest","2020-02-19"
"24939",11.2,"Northwest","2020-02-20"
"24940",12.02,"Northwest","2020-02-21"
"24941",11.92,"Northwest","2020-02-22"
"24942",9.67,"Northwest","2020-02-23"
"24943",12.52,"Northwest","2020-02-24"
"24944",11.43,"Northwest","2020-02-25"
"24945",11.38,"Northwest","2020-02-26"
"24946",13.81,"Northwest","2020-02-27"
"24947",14.37,"Northwest","2020-02-28"
"24948",11,"Northwest","2020-02-29"
"24949",6.95,"Northwest","2020-03-01"
"24950",12.5,"Northwest","2020-03-02"
"24951",6.25,"Northwest","2020-03-03"
"24952",11.97,"Northwest","2020-03-04"
"24953",12.02,"Northwest","2020-03-05"
"24954",10.3,"Northwest","2020-03-06"
"24955",10.86,"Northwest","2020-03-07"
"24956",10.37,"Northwest","2020-03-08"
"24957",16.11,"Northwest","2020-03-09"
"24958",16.31,"Northwest","2020-03-10"
"24959",8.49,"Northwest","2020-03-11"
"24960",6.97,"Northwest","2020-03-12"
"24961",11.43,"Northwest","2020-03-13"
"24962",15.98,"Northwest","2020-03-14"
"24963",13.4,"Northwest","2020-03-15"
"24964",12.47,"Northwest","2020-03-16"
"24965",15.9,"Northwest","2020-03-17"
"24966",15.59,"Northwest","2020-03-18"
"24967",11.67,"Northwest","2020-03-19"
"24968",18.62,"Northwest","2020-03-20"
"24969",18,"Northwest","2020-03-21"
"24970",7.85,"Northwest","2020-03-22"
"24971",18.55,"Northwest","2020-03-23"
"24972",12.98,"Northwest","2020-03-24"
"24973",16.75,"Northwest","2020-03-25"
"24974",17.34,"Northwest","2020-03-26"
"24975",19.84,"Northwest","2020-03-27"
"24976",20.5,"Northwest","2020-03-28"
"24977",19.67,"Northwest","2020-03-29"
"24978",19.42,"Northwest","2020-03-30"
"24979",21.22,"Northwest","2020-03-31"
"24980",18.98,"Northwest","2020-04-01"
"24981",5.92,"Northwest","2020-04-02"
"24982",5.78,"Northwest","2020-04-03"
"24983",15.94,"Northwest","2020-04-04"
"24984",15.77,"Northwest","2020-04-05"
"24985",16.4,"Northwest","2020-04-06"
"24986",13.42,"Northwest","2020-04-07"
"24987",11.11,"Northwest","2020-04-08"
"24988",8.04,"Northwest","2020-04-09"
"24989",18.26,"Northwest","2020-04-10"
"24990",13.6,"Northwest","2020-04-11"
"24991",18.4,"Northwest","2020-04-12"
"24992",21.51,"Northwest","2020-04-13"
"24993",15.59,"Northwest","2020-04-14"
"24994",22.91,"Northwest","2020-04-15"
"24995",17.85,"Northwest","2020-04-16"
"24996",23.88,"Northwest","2020-04-17"
"24997",12.86,"Northwest","2020-04-18"
"24998",21.98,"Northwest","2020-04-19"
"24999",16.28,"Northwest","2020-04-20"
"25000",24.16,"Northwest","2020-04-21"
"25001",13.95,"Northwest","2020-04-22"
"25002",17.19,"Northwest","2020-04-23"
"25003",24.36,"Northwest","2020-04-24"
"25004",24.35,"Northwest","2020-04-25"
"25005",20.73,"Northwest","2020-04-26"
"25006",16.97,"Northwest","2020-04-27"
"25007",19.32,"Northwest","2020-04-28"
"25008",19.77,"Northwest","2020-04-29"
"25009",27.06,"Northwest","2020-04-30"
"25010",13.99,"Northwest","2020-05-01"
"25011",7.77,"Northwest","2020-05-02"
"25012",15.24,"Northwest","2020-05-03"
"25013",24.14,"Northwest","2020-05-04"
"25014",24.25,"Northwest","2020-05-05"
"25015",28.91,"Northwest","2020-05-06"
"25016",25.74,"Northwest","2020-05-07"
"25017",27.38,"Northwest","2020-05-08"
"25018",26.22,"Northwest","2020-05-09"
"25019",25.14,"Northwest","2020-05-10"
"25020",30.14,"Northwest","2020-05-11"
"25021",28.73,"Northwest","2020-05-12"
"25022",14.75,"Northwest","2020-05-13"
"25023",9.94,"Northwest","2020-05-14"
"25024",22.55,"Northwest","2020-05-15"
"25025",20.49,"Northwest","2020-05-16"
"25026",27.98,"Northwest","2020-05-17"
"25027",26.61,"Northwest","2020-05-18"
"25028",27.98,"Northwest","2020-05-19"
"25029",28.11,"Northwest","2020-05-20"
"25030",28.97,"Northwest","2020-05-21"
"25031",15.17,"Northwest","2020-05-22"
"25032",13.44,"Northwest","2020-05-23"
"25033",16.79,"Northwest","2020-05-24"
"25034",18.03,"Northwest","2020-05-25"
"25035",6.03,"Northwest","2020-05-26"
"25036",28.81,"Northwest","2020-05-27"
"25037",19.49,"Northwest","2020-05-28"
"25038",15.03,"Northwest","2020-05-29"
"25039",25.89,"Northwest","2020-05-30"
"25040",28.26,"Northwest","2020-05-31"
"25041",20.22,"Northwest","2020-06-01"
"25042",25.14,"Northwest","2020-06-02"
"25043",29.04,"Northwest","2020-06-03"
"25044",30.71,"Northwest","2020-06-04"
"25045",18.44,"Northwest","2020-06-05"
"25046",26.2,"Northwest","2020-06-06"
"25047",6.97,"Northwest","2020-06-07"
"25048",17.54,"Northwest","2020-06-08"
"25049",15.33,"Northwest","2020-06-09"
"25050",9.34,"Northwest","2020-06-10"
"25051",19.25,"Northwest","2020-06-11"
"25052",31.71,"Northwest","2020-06-12"
"25053",32.08,"Northwest","2020-06-13"
"25054",30.79,"Northwest","2020-06-14"
"25055",23.85,"Northwest","2020-06-15"
"25056",27.7,"Northwest","2020-06-16"
"25057",29,"Northwest","2020-06-17"
"25058",11.7,"Northwest","2020-06-18"
"25059",18.7,"Northwest","2020-06-19"
"25060",17.67,"Northwest","2020-06-20"
"25061",19.29,"Northwest","2020-06-21"
"25062",16.74,"Northwest","2020-06-22"
"25063",21.12,"Northwest","2020-06-23"
"25064",30.94,"Northwest","2020-06-24"
"25065",28.65,"Northwest","2020-06-25"
"25066",21.21,"Northwest","2020-06-26"
"25067",29.89,"Northwest","2020-06-27"
"25068",29.82,"Northwest","2020-06-28"
"25069",14.37,"Northwest","2020-06-29"
"25070",20.47,"Northwest","2020-06-30"
"25071",23.8,"Northwest","2020-07-01"
"25072",30.72,"Northwest","2020-07-02"
"25073",27.85,"Northwest","2020-07-03"
"25074",14.75,"Northwest","2020-07-04"
"25075",18.97,"Northwest","2020-07-05"
"25076",20.7,"Northwest","2020-07-06"
"25077",28.34,"Northwest","2020-07-07"
"25078",22.82,"Northwest","2020-07-08"
"25079",23.8,"Northwest","2020-07-09"
"25080",22.39,"Northwest","2020-07-10"
"25081",18.09,"Northwest","2020-07-11"
"25082",25.18,"Northwest","2020-07-12"
"25083",18.33,"Northwest","2020-07-13"
"25084",19.56,"Northwest","2020-07-14"
"25085",25.8,"Northwest","2020-07-15"
"25086",20.4,"Northwest","2020-07-16"
"25087",25.36,"Northwest","2020-07-17"
"25088",24.43,"Northwest","2020-07-18"
"25089",12.73,"Northwest","2020-07-19"
"25090",21.51,"Northwest","2020-07-20"
"25091",13.64,"Northwest","2020-07-21"
"25092",25.6,"Northwest","2020-07-22"
"25093",27.28,"Northwest","2020-07-23"
"25094",18.99,"Northwest","2020-07-24"
"25095",17.7,"Northwest","2020-07-25"
"25096",27.77,"Northwest","2020-07-26"
"25097",21.21,"Northwest","2020-07-27"
"25098",20.47,"Northwest","2020-07-28"
"25099",23.74,"Northwest","2020-07-29"
"25100",27.85,"Northwest","2020-07-30"
"25101",26.21,"Northwest","2020-07-31"
"25102",20.89,"Northwest","2020-08-01"
"25103",22.47,"Northwest","2020-08-02"
"25104",24.28,"Northwest","2020-08-03"
"25105",26.69,"Northwest","2020-08-04"
"25106",23.29,"Northwest","2020-08-05"
"25107",24.58,"Northwest","2020-08-06"
"25108",18.87,"Northwest","2020-08-07"
"25109",19.82,"Northwest","2020-08-08"
"25110",5.79,"Northwest","2020-08-09"
"25111",26.03,"Northwest","2020-08-10"
"25112",25.05,"Northwest","2020-08-11"
"25113",23.63,"Northwest","2020-08-12"
"25114",18.24,"Northwest","2020-08-13"
"25115",10,"Northwest","2020-08-14"
"25116",22.23,"Northwest","2020-08-15"
"25117",21.32,"Northwest","2020-08-16"
"25118",19.8,"Northwest","2020-08-17"
"25119",18.78,"Northwest","2020-08-18"
"25120",13.05,"Northwest","2020-08-19"
"25121",19.33,"Northwest","2020-08-20"
"25122",16.53,"Northwest","2020-08-21"
"25123",13.37,"Northwest","2020-08-22"
"25124",14.48,"Northwest","2020-08-23"
"25125",22.55,"Northwest","2020-08-24"
"25126",15.93,"Northwest","2020-08-25"
"25127",7.73,"Northwest","2020-08-26"
"25128",20.61,"Northwest","2020-08-27"
"25129",7.59,"Northwest","2020-08-28"
"25130",19.56,"Northwest","2020-08-29"
"25131",17.05,"Northwest","2020-08-30"
"25132",9.33,"Northwest","2020-08-31"
"25133",10.36,"Northwest","2020-09-01"
"25134",15.91,"Northwest","2020-09-02"
"25135",15.5,"Northwest","2020-09-03"
"25136",16.37,"Northwest","2020-09-04"
"25137",18.9,"Northwest","2020-09-05"
"25138",10.25,"Northwest","2020-09-06"
"25139",14.05,"Northwest","2020-09-07"
"25140",14.42,"Northwest","2020-09-08"
"25141",12.86,"Northwest","2020-09-09"
"25142",18.92,"Northwest","2020-09-10"
"25143",19.51,"Northwest","2020-09-11"
"25144",8.18,"Northwest","2020-09-12"
"25145",12.98,"Northwest","2020-09-13"
"25146",11.6,"Northwest","2020-09-14"
"25147",8.13,"Northwest","2020-09-15"
"25148",17.79,"Northwest","2020-09-16"
"25149",17.52,"Northwest","2020-09-17"
"25150",16.94,"Northwest","2020-09-18"
"25151",16.83,"Northwest","2020-09-19"
"25152",9.26,"Northwest","2020-09-20"
"25153",9.93,"Northwest","2020-09-21"
"25154",17.3,"Northwest","2020-09-22"
"25155",7.28,"Northwest","2020-09-23"
"25156",15.19,"Northwest","2020-09-24"
"25157",5.83,"Northwest","2020-09-25"
"25158",11.52,"Northwest","2020-09-26"
"25159",7.46,"Northwest","2020-09-27"
"25160",5.19,"Northwest","2020-09-28"
"25161",10.01,"Northwest","2020-09-29"
"25162",8.43,"Northwest","2020-09-30"
"25163",9.38,"Northwest","2020-10-01"
"25164",5.53,"Northwest","2020-10-02"
"25165",8.06,"Northwest","2020-10-03"
"25166",12.09,"Northwest","2020-10-04"
"25167",5.43,"Northwest","2020-10-05"
"25168",5.57,"Northwest","2020-10-06"
"25169",5.85,"Northwest","2020-10-07"
"25170",12.77,"Northwest","2020-10-08"
"25171",9.54,"Northwest","2020-10-09"
"25172",13.47,"Northwest","2020-10-10"
"25173",7.16,"Northwest","2020-10-11"
"25174",9.82,"Northwest","2020-10-12"
"25175",10.26,"Northwest","2020-10-13"
"25176",2.39,"Northwest","2020-10-14"
"25177",7.88,"Northwest","2020-10-15"
"25178",7.2,"Northwest","2020-10-16"
"25179",9.02,"Northwest","2020-10-17"
"25180",5.69,"Northwest","2020-10-18"
"25181",6.66,"Northwest","2020-10-19"
"25182",8.93,"Northwest","2020-10-20"
"25183",4.58,"Northwest","2020-10-21"
"25184",5.47,"Northwest","2020-10-22"
"25185",6.68,"Northwest","2020-10-23"
"25186",5.41,"Northwest","2020-10-24"
"25187",5.46,"Northwest","2020-10-25"
"25188",4.52,"Northwest","2020-10-26"
"25189",5.78,"Northwest","2020-10-27"
"25190",2.6,"Northwest","2020-10-28"
"25191",7.89,"Northwest","2020-10-29"
"25192",3.35,"Northwest","2020-10-30"
"25193",1.81,"Northwest","2020-10-31"
"25194",9.33,"Northwest","2020-11-01"
"25195",8.13,"Northwest","2020-11-02"
"25196",9.14,"Northwest","2020-11-03"
"25197",8.84,"Northwest","2020-11-04"
"25198",5.75,"Northwest","2020-11-05"
"25199",6.82,"Northwest","2020-11-06"
"25200",3.45,"Northwest","2020-11-07"
"25201",5.8,"Northwest","2020-11-08"
"25202",1.77,"Northwest","2020-11-09"
"25203",7.46,"Northwest","2020-11-10"
"25204",6.02,"Northwest","2020-11-11"
"25205",2.49,"Northwest","2020-11-12"
"25206",6.88,"Northwest","2020-11-13"
"25207",3.75,"Northwest","2020-11-14"
"25208",1.58,"Northwest","2020-11-15"
"25209",6.27,"Northwest","2020-11-16"
"25210",4.18,"Northwest","2020-11-17"
"25211",3.68,"Northwest","2020-11-18"
"25212",1.74,"Northwest","2020-11-19"
"25213",2.47,"Northwest","2020-11-20"
"25214",3.97,"Northwest","2020-11-21"
"25215",2.47,"Northwest","2020-11-22"
"25216",3.79,"Northwest","2020-11-23"
"25217",1.55,"Northwest","2020-11-24"
"25218",1.52,"Northwest","2020-11-25"
"25219",1.79,"Northwest","2020-11-26"
"25220",2.59,"Northwest","2020-11-27"
"25221",3.41,"Northwest","2020-11-28"
"25222",2.5,"Northwest","2020-11-29"
"25223",4.64,"Northwest","2020-11-30"
"25224",5.38,"Northwest","2020-12-01"
"25225",1.71,"Northwest","2020-12-02"
"25226",4.99,"Northwest","2020-12-03"
"25227",2.97,"Northwest","2020-12-04"
"25228",3.78,"Northwest","2020-12-05"
"25229",1.77,"Northwest","2020-12-06"
"25230",2.16,"Northwest","2020-12-07"
"25231",3.44,"Northwest","2020-12-08"
"25232",5.3,"Northwest","2020-12-09"
"25233",2.34,"Northwest","2020-12-10"
"25234",2.06,"Northwest","2020-12-11"
"25235",2.84,"Northwest","2020-12-12"
"25236",2,"Northwest","2020-12-13"
"25237",4.82,"Northwest","2020-12-14"
"25238",1.73,"Northwest","2020-12-15"
"25239",2.41,"Northwest","2020-12-16"
"25240",2.5,"Northwest","2020-12-17"
"25241",1.46,"Northwest","2020-12-18"
"25242",4.17,"Northwest","2020-12-19"
"25243",3.66,"Northwest","2020-12-20"
"25244",3.73,"Northwest","2020-12-21"
"25245",1.73,"Northwest","2020-12-22"
"25246",2.42,"Northwest","2020-12-23"
"25247",5.3,"Northwest","2020-12-24"
"25248",2.82,"Northwest","2020-12-25"
"25249",2.32,"Northwest","2020-12-26"
"25250",2.93,"Northwest","2020-12-27"
"25251",4.98,"Northwest","2020-12-28"
"25252",3.07,"Northwest","2020-12-29"
"25253",2.76,"Northwest","2020-12-30"
"25254",2.6,"Northwest","2020-12-31"
"25255",3.57,"Northwest","2020-01-01"
"25256",2.03,"Northwest","2020-01-02"
"25257",1.82,"Northwest","2020-01-03"
"25258",2.5,"Northwest","2020-01-04"
"25259",2.27,"Northwest","2020-01-05"
"25260",2.98,"Northwest","2020-01-06"
"25261",3.05,"Northwest","2020-01-07"
"25262",4.86,"Northwest","2020-01-08"
"25263",1.41,"Northwest","2020-01-09"
"25264",2.44,"Northwest","2020-01-10"
"25265",5.28,"Northwest","2020-01-11"
"25266",5.37,"Northwest","2020-01-12"
"25267",2.85,"Northwest","2020-01-13"
"25268",1.52,"Northwest","2020-01-14"
"25269",3.51,"Northwest","2020-01-15"
"25270",4.54,"Northwest","2020-01-16"
"25271",2.42,"Northwest","2020-01-17"
"25272",1.11,"Northwest","2020-01-18"
"25273",6.62,"Northwest","2020-01-19"
"25274",7.5,"Northwest","2020-01-20"
"25275",3.38,"Northwest","2020-01-21"
"25276",2.6,"Northwest","2020-01-22"
"25277",2.5,"Northwest","2020-01-23"
"25278",3.58,"Northwest","2020-01-24"
"25279",2.23,"Northwest","2020-01-25"
"25280",3.39,"Northwest","2020-01-26"
"25281",3.78,"Northwest","2020-01-27"
"25282",4.7,"Northwest","2020-01-28"
"25283",5.06,"Northwest","2020-01-29"
"25284",4.57,"Northwest","2020-01-30"
"25285",2.37,"Northwest","2020-01-31"
"25286",3.3,"Northwest","2020-02-01"
"25287",3.84,"Northwest","2020-02-02"
"25288",5.1,"Northwest","2020-02-03"
"25289",6.63,"Northwest","2020-02-04"
"25290",5.74,"Northwest","2020-02-05"
"25291",5.2,"Northwest","2020-02-06"
"25292",8.61,"Northwest","2020-02-07"
"25293",4.34,"Northwest","2020-02-08"
"25294",6.67,"Northwest","2020-02-09"
"25295",5.59,"Northwest","2020-02-10"
